1772-123-148_H10_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Run	1772-123-148
1772-123-148_H10_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Run	1772-123-148
1772-123-148_H11_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Run	1772-123-148
1772-123-148_H11_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Run	1772-123-148
1772-123-148_H12_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Run	1772-123-148
1772-123-148_H12_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Run	1772-123-148
Undetermined_S0_L001_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Run	NA
Undetermined_S0_L001_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Run	NA
1772-123-148_A01_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	01
1772-123-148_A01_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	01
1772-123-148_A02_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	02
1772-123-148_A02_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	02
1772-123-148_A03_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	03
1772-123-148_A03_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	03
1772-123-148_A04_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	04
1772-123-148_A04_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	04
1772-123-148_A05_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	05
1772-123-148_A05_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	05
1772-123-148_A06_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	06
1772-123-148_A06_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	06
1772-123-148_A07_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	07
1772-123-148_A07_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	07
1772-123-148_A08_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	08
1772-123-148_A08_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	08
1772-123-148_A09_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	09
1772-123-148_A09_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	09
1772-123-148_A10_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	10
1772-123-148_A10_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	10
1772-123-148_A11_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	11
1772-123-148_A11_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	11
1772-123-148_A12_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	12
1772-123-148_A12_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	12
1772-123-148_B01_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	01
1772-123-148_B01_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	01
1772-123-148_B02_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	02
1772-123-148_B02_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	02
1772-123-148_B03_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	03
1772-123-148_B03_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	03
1772-123-148_B04_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	04
1772-123-148_B04_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	04
1772-123-148_B05_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	05
1772-123-148_B05_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	05
1772-123-148_B06_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	06
1772-123-148_B06_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	06
1772-123-148_B07_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	07
1772-123-148_B07_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	07
1772-123-148_B08_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	08
1772-123-148_B08_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	08
1772-123-148_B09_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	09
1772-123-148_B09_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	09
1772-123-148_B10_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	10
1772-123-148_B10_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	10
1772-123-148_B11_hg19 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	11
1772-123-148_B11_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	11
1772-123-148_B12_mm9 161026_M00528_0239_000000000-ANY8K ATAC knitrUpload upload1	add	Row	12
